ground_truth,alt_best,alt_middle,alt_worst,score_best,score_middle,score_worst
I hate commuting to work by bike.,I hate commuting by bicycle to work.  ,I vomit from commuting to work by bicycle.  ,Riding a bicycle to work for commuting makes me sick.  ,0.9610416,0.7742469,0.7214276
I notice that babies hate fireworks. The fireworks scare the babies.,"I noticed the baby threw up and hates the loud fireworks, so they're scared.  ","The baby, scared of the fireworks, vomited as I noticed.  ","I noticed the baby throwing up and hating the star bombs, probably afraid.",0.5249647,0.4921178,0.3925614
"If friends host a pizza party, I will bring a pizza with lots of toppings.","If my friend has pizza at night, I will bring a round flat dough with sprinkles soon.  ","If my friend takes up eating pizza at night, I will bring a round flat thing with sprinkles in the future.  ","If a friend picks up eating pizza at night, I'll bring a round flat sprinkled item later.  ",0.5524428,0.44792804,0.3984317
"If clothes are on sale, my friends and I will go over to the mall.","The clothes are on sale, and my friends and I are going to the mall together.  ",My friends and I are going together to the mall for a clothing sale.  ,"There's a sale on clothes, and my group of friends is going with me to the mall.  ",0.7334429,0.6775525,0.59825355
Who has to pay rent?,Who has to pay rent on a monthly basis?  ,Who is to pay the rent each month?  ,Who owes rent payments monthly?  ,0.8110827,0.7060407,0.5842111
Who has to pay rent?,Who has to pay the rent every month?  ,Who should pay the monthly rent?  ,Who covers the rent payment each month?  ,0.81509465,0.7120444,0.52659625
My sister doesn't want a headband for her birthday.,My sister doesn't want a headband for her birthday.  ,My sister really does not want a headband for her birthday.  ,My sister is not interested in a headband for her birthday.  ,0.9999993,0.9496603,0.8730312
Father is lazy and refused to mow the lawn.,Father is very lazy and refuses to mow the grass.  ,"Dad is really lazy, so he refuses to mow the grass.  ",Father doesn't want to cut the grass because he is lazy.  ,0.9050464,0.7891259,0.6544003
What does my sister want for her birthday?,My sister asks what you want for your birthday.  ,My sister wants to find out what you want for your birthday.  ,My sister wants to know your birthday gift idea.  ,0.6887432,0.61892164,0.492395
My aunt isn't good at making apple pies.,My aunt here is not good at making apple pie.  ,"My Aunt, she isn't an expert at making apple pie.  ",My aunt here cannot expertly make apple pie.  ,0.88062525,0.78969276,0.6952968
"If friends go to the beach and suntan, I have to bring sunscreen or else I will burn.","I'm heading to the beach with friends to tan, so it's essential to bring lotion to prevent sunburn.  ",I have to remember to bring sunscreen so I don't get sunburned.  ,"My friends and I are going to the beach, and everyone will be sunbathing.  ",0.52662843,0.49554664,0.4044711
Why did the bride and groom dance at their wedding?,Why do the husband and wife dance at their wedding?  ,How come the husband and wife are dancing during their wedding?  ,What's the cause for the husband and wife dancing at the wedding?  ,0.7964035,0.6831929,0.6357322
"If friends play frisbee, I will  join them.","My friend began playing frisbee, and I joined in.  ","My friend was playing frisbee, so I joined in the game.  ","My friend went to play frisbee, and I went to play too.  ",0.6311442,0.6035937,0.5499961
"If Bob studies for his literature test, he will pass it for sure.","If Bob truly works hard and studies for the literature test, he will pass later.  ",Bob will pass the lit test in the future if he truly works and studies.  ,Bob's future success in the lit test depends on his real work and study effort.  ,0.69211125,0.57922447,0.45968303
Who will go to the post office?,Who will go to the future?  ,Who plans to go to the future?  ,Who is considering going to the future?,0.64203256,0.5604709,0.49340504
Where does the horse tend to play?,Where do the horses tend to play?,Where do these horses often play?,Where are the horses playing usually?,0.9509338,0.73067445,0.6599421
Friends didn't want a pizza night because they always have a pizza night.,They don't want the same pizza tonight because they always have it.   ,The group of friends doesn't want to eat pizza at night because it's the same-old.  ,The friends altogether don't want the same-old pizza at night.  ,0.60682476,0.45945913,0.39307314
The horses hate the rain- they don't like running in the rain.,"This horse vomits and dislikes the rain, it doesn't enjoy running outside to play.  ","The horse over there vomits and hates the rain, it doesn't like to go out and play, running around.  ","The horse there vomits, doesn't like rain, avoids going out to play by running around.  ",0.5834017,0.5202461,0.44917718
The clothes aren't on sale.,These clothes for sale aren't theirs.  ,The dress on sale there doesn't belong to them.  ,"That place has clothes, but they're not theirs.  ",0.6355012,0.5964535,0.46616498
"When I move out of San Diego, I will have to get a new driver's license.","When I actually move away from San Diego, I need to get a new car license.  ","Once I leave San Diego for good, I'll need a new car license.  ","When it happens that I move from San Diego, I must get a new car license.  ",0.80244935,0.74626654,0.7227986
The family decided to have their annual vacation in Puerto Rico.,The family chose their annual vacation destination to be in Puerto Rico.  ,"Every year, the decision was made by the family to vacation in Puerto Rico.  ","The family proceeded to decide every year where to vacation, and it was in Puerto Rico.  ",0.7928913,0.65360814,0.6121685
Why do you talk with those two?,Why do you tend to chat with them?  ,Why do you usually chat with them?  ,Is there a reason you tend to chat with them?  ,0.73702216,0.71517944,0.56352746
What time did the teacher clean the classroom?,The teacher makes sure the classroom is clean always.  ,The teachers in this area keep the space clean frequently.  ,The teacher there has a tidy classroom consistently.  ,0.50600624,0.4235323,0.3533689
How did Mother get sick?,How did your mother get sick?  ,In what way is your mother sick?  ,What's wrong with your mother?  ,0.8244552,0.50221646,0.45734617
Friends haven't started playing Frisbee.,The friend still hasn't started playing frisbee.  ,The friend hasn't started the frisbee game yet.  ,The friend has not yet moved forward to start the frisbee.  ,0.7946017,0.7034485,0.5468639
I decided not to invite Mary because she wouldn't get along with people.,I decided not to invite or hire Mary because she isn't comfortable with group social interaction.  ,I proceeded not to invite or hire Mary because she doesn't agree with social interaction together.  ,"I abstained from inviting or hiring Mary, as she disagrees with group social engagement.",0.60911435,0.52735347,0.43366876
Bob hasn't given the rose to his girlfriend.,Bob hasn't given the flowers to his sweetheart.  ,Bob has yet to give flowers to his sweetheart.  ,Bob has not yet given his sweetheart flowers.  ,0.6545536,0.5675154,0.47269
"When I introduce a new friend, I will test and make sure he remembers the names.","When I introduce a new friend, I will test myself to ensure I remember their name.  ","When I introduce someone new, I will test myself to definitely remember their name.  ","When I meet someone new, I plan to test myself to strongly remember their name.",0.73857576,0.6508026,0.551829
Why do you have to move out of San Diego?,Why do I have to move away from San Diego?  ,Why must they move away from San Diego?  ,"I must move away from San Diego, why?  ",0.8758565,0.72658306,0.6670544
Why does the friend look fucked up?,"My friend and I look similar and were close at the conference, why is that?  ","My friend and I have the same features and had relations at the symposium, what was the reason?  ","My friend and I are lookalikes and had a fling at the seminar, why?  ",0.37661722,0.3095055,0.22519302
Where does your family tend to vacation every year?,Where does your family tend to vacation every year?  ,Where does your family usually go on vacation every year?  ,Where is your family's vacation spot every year?  ,0.9999993,0.79352385,0.6974334
I didn't enjoy talking with those two.,I didn't like talking with you all.  ,I don't enjoy chatting with all of you.  ,I wasn't having fun during our chat.  ,0.73282695,0.6592866,0.56246585
Who owns this big dog?,Who is accepted by those two big dogs?  ,The two large dogs accept who?  ,The two wide dogs accept who?  ,0.5387285,0.3841145,0.2674778
"I wasn't ready to move out of San Diego, so I stayed.","I wasn't ready to leave, but I left San Diego anyway.  ",I moved away from San Diego and I'm still not ready.  ,"You left San Diego, but weren't prepared for it.  ",0.6480356,0.5940982,0.5309631
Good weather hasn't arrived in Boston. Hurry up!,"Good weather now, but clouds are quickly approaching Boston.  ","Thankfully, the weather is nice, but clouds are moving quickly to Boston.  ","I'm grateful for the nice weather, but clouds heading to Boston quickly.  ",0.46530148,0.42822936,0.35441074
My family doesn't vacation every year anymore.,We don't have a family vacation every year anymore.  ,We don't go on yearly family vacations anymore.  ,There's no more yearly family vacation for us.  ,0.8558414,0.7106325,0.56457037
"If he buys a plaid shirt, I will buy a striped shirt- I don't want the same shirt as him.","If I try to buy a plaid shirt, but purchase four striped shirts, I do not want to do the same thing.  ","If I proceed to buy a plaid shirt, I buy four stripes, which I don't want to do the same.  ","If I move forward to buy a plaid shirt but end up with four stripes instead, I don't want to do that again.  ",0.5659784,0.5243382,0.46373802
"If I buy the shorts, I will have to return the shoes.","I must proceed with my work and buy shorts, which means I have to send the shoes.  ","I must work really hard, go ahead, and buy shorts, so I should send the shoes.  ","I'm supposed to work really hard, proceed, and get shorts; hence I must mail the shoes.  ",0.55569327,0.471301,0.4322911
"If I mow the lawn, Mom will give me twenty dollars.","I will mow the lawn for my mom, and later on, she'll give me twenty dollars.  ",I will mow the grass for my mother and she will give me twenty dollars in the future.  ,"In the future, I will mow my mother's grass and receive a twenty-dollar gift.  ",0.7104888,0.6906234,0.5891755
Who is joining the friends going to the movie theater?,The friend group is going to the movies; who will join?  ,Friends are gathering to go to the movies; who wants to join?  ,Friends group planning a movie night; who wants to join?,0.61989635,0.5714595,0.42033726
Why did you pass out last night?,Why did you lie down late last night?,What caused you to lie down late last night?,What was the purpose of you lying down so late last night?,0.7914169,0.66868925,0.62083757
Who is he/she?,Who is the person you're identifying?  ,Who is that individual over there?  ,Who are you referring to over there?  ,0.4114012,0.29458722,0.18202603
Who listens to the teacher?,"Have you listened to the teacher, which teacher?  ","Are you hearing the teacher, which teacher?  ",Which teacher are you hearing about?  ,0.64315987,0.52227426,0.4146344
I am not good at remembering the names of new people.,I am not good at remembering the names of new people.  ,I am not an expert at remembering new people's names.  ,I am not an expert in recalling new people's names.  ,0.9999993,0.844239,0.76676476
I hate asking for directions and then having to read lips and gestures to figure out the directions.,I despise being asked to directly explain something verbally.  ,"I hate it when people ask directly to explain something orally, it makes me sick.  ","Explaining things directly in speech makes me feel like vomiting, I hate it.  ",0.3697468,0.3110389,0.2631385
"If my friend crashes the party, I will kick him out.","If this friend crashes the party, I will kick them out.","If a friend crashes this party, I will kick them out.","If one of the friends crashes the party, I'll kick them out.",0.91802406,0.88187367,0.8529868
"If Bob goes to the post office, I will give him my letters to drop off.","If I go to Bob, I should take the chance to drop off my package to him for my mail.  ","Once at Bob's place, I'll make sure to take the chance to drop off my package for my mail.  ","Going to Bob, it makes sense for me to take advantage of the moment and leave my package for my mail.  ",0.5609653,0.45724234,0.346531
"If the horse plays all day on the farm, it will fall asleep easily at night.","If the horses play at the farm all night, I'm prepared to conk out in bed.  ","If those horses keep running all night at the farm, I'll be ready to hit the sack.  ","If the horses keep prancing at the farm tonight, I'm feeling ready for sleep.  ",0.5530478,0.4493389,0.3859474
Who is sick?,Who is sick?  ,Who became sick?  ,Who's not feeling well?  ,0.99999857,0.80814546,0.6605326
What is my aunt good at making?,What is your aunt an expert at making?  ,What kind of things does your aunt expertly create?  ,What is your aunt's area of expertise in creation?  ,0.8153913,0.5300622,0.48037797
My friend doesn't want to buy a plaid shirt.,My friend doesn't want to purchase a plaid shirt.  ,That friend doesn't want to buy plaid shirts.  ,That friend there doesn't want the plaid shirt.  ,0.96630764,0.87462187,0.66840243
I don't want to buy shorts.,I don't want to buy shorts.  ,I do not want to purchase shorts.  ,I don't want to get shorts.  ,1.0,0.91364413,0.8512715
Mother isn't sick today.,Your mother isn't sick now.,Is your mother not sick right now?,Is your mother still unwell?,0.7359376,0.4919532,0.38825074
"If the baseball game has fireworks, I have to go.","There's a baseball game at the stadium with a star player, I must go see it, wow.  ","The baseball game there has a star hitter, I got to go and watch, amazing.  ","There's a baseball match there with a star doing well, I need to look at it, amazing.  ",0.5234164,0.4651302,0.3204959
What time did the friend crash the party?,Five friends crashed the party for about an hour.  ,Five friends crashed into the party for an hour.  ,Five friends crashed some party for an indefinite time of one hour.  ,0.5944846,0.51108646,0.43302885
Who commutes to work by bike?,Who typically commutes to work by bicycle?  ,Who generally rides a bicycle to work?  ,Who tends to get to work on a bicycle?  ,0.8996635,0.6656386,0.5477355
When is the pizza party that friend is hosting?,When is the friend going to eat the pizza at night?  ,When does the friend usually eat pizzas at night?  ,When does your friend pick up and eat pizza at night?  ,0.45556515,0.41516945,0.3423033
Who loves watching fireworks?,"I love stargazing and watching the fireworks, someone is involved.  ","Enthralled by stargazing and fireworks, someone takes part.  ","Fond of seeing stars and many fireworks, involved with someone.  ",0.4464836,0.34205785,0.25266337
Who will go to the post office?,Who will be going to the post office in the future?  ,Who will go to the PO in the future?  ,Who is scheduled to go to the PO in the future?  ,0.8002067,0.6624266,0.5380221
"You weren't passed out drunk, were you?",You weren't passed out drunk.  ,You weren't lying down drunk.  ,You didn't lay down drunk.  ,0.7064002,0.5243399,0.49542373
Friends didn't crash the party.,The group of friends will not crash the party together.  ,"Together, our friend group will not crash the party.  ","My friends and I will be together, but we won't crash the party.  ",0.73472697,0.6790196,0.63154256
Bob hasn't gone to the post office.,Bob hasn't gone to the post office yet.  ,Bob has yet to go to the post office.  ,Bob hasn't reached the post office yet.  ,0.9080571,0.8279773,0.7643894
"When the bride and groom danced their last song at their wedding, everyone looked on quietly.",The husband and wife danced their final song as many people silently looked on.  ,The husband and wife danced to their last music and everyone watched them quietly.  ,Husband and wife were dancing to final music while everyone was looking quietly.  ,0.6247538,0.5747287,0.43962097
"If I enjoy talking with those two, it means that I should enjoy talking with all of BU.","If I enjoy talking with them, does it mean I need to talk to everyone?  ","If I enjoy conversation with them, does it mean I have to talk to everyone?  ",Does liking to chat with them mean I must chat with others too?  ,0.596082,0.549538,0.44772956
"If I pay rent now, I will have to cancel my vacation.",I have to pay rent now and cancel the vacation.  ,"I need to pay rent now, so I must cancel the vacation.  ","I must prioritize paying rent, leading to canceling the vacation.  ",0.75257826,0.6778337,0.57667005
"When a bad storm comes to Boston, I have to stay home.","Bad weather with clouds is approaching. In Boston, I am staying home.","The storm is bad, I see clouds coming. I stay home here in Boston.  ","The storm is severe, clouds are on the way. I will be home in Boston.  ",0.6553955,0.5918002,0.47078538
"When my sister goes water tubing, I will have to watch her and make sure to stop the boat when she falls off.","While I was on a boat, I was flipping off as my sister watched the object skip on the water, and then I stopped.  ","My sister was observing the skipping tube, and I was on the boat gesturing at it as we came to a stop.  ","I was in a boat gesturing while my sister noticed something skipping on the water, and then I ceased.  ",0.34292838,0.30932927,0.24262263
Who loves watching fireworks?,Who really loves looking forward to fireworks?  ,Who adores and looks forward to many fireworks?  ,Who enjoys and eagerly anticipates starbursts repeatedly?  ,0.6911263,0.5910921,0.35669994
Did Barack Obama swim at the beach?,Did Barack Obama swim at the beach?  ,Is Barack Obama going to swim at the beach?  ,Is it Barack Obama who is swimming by the beach?  ,0.9999993,0.8396885,0.6829965
The kid was playing at the park.,The short kid is playing in the park.  ,"That kid, who is short, is playing in the park.  ",A short-statured kid is continuously playing in the park.  ,0.7958812,0.6986787,0.5540087
I went swimming at the beach.,I went swimming at the beach.  ,I'm going out to swim at the beach.  ,I'm heading to the beach for a swim.  ,1.0000014,0.79172134,0.70292795
Did Mother clean the kitchen?,Did mother clean the kitchen nicely?  ,Did mom do a nice job of cleaning the kitchen?  ,Is the kitchen nice and clean thanks to mom?,0.85620975,0.6491258,0.5668232
Father arrived home late.,Father came home extremely late.  ,My dad arrived home super late.  ,Father was very late coming home.  ,0.89192116,0.7966119,0.7074336
The family adopted those puppies.,The family brought the dog and puppies together.,The dog and puppies were brought together as a family group.,"The dog, along with puppies, is part of the family group.",0.6163036,0.52009845,0.4487191
Those two friends dyed their hair together.,My friend and I repeatedly dyed our hair together.,We have often dyed our hair together with the friend.  ,I have gone to dye my hair together with my friend multiple times.  ,0.69852364,0.6144697,0.5448491
Those friends went out together.,I am going out with my friend.  ,My friend and I are going steady.  ,I'm romantically involved with my friend.  ,0.5917932,0.41917288,0.38612998
Did Mother go to the store?,Did mother go out to sell things?  ,Is mother done with her selling errands?  ,Is mother finished selling after going out?  ,0.6569809,0.3943763,0.30685395
Mother is cleaning the kitchen.,Mother has the kitchen nice and clean.  ,Mom makes sure the kitchen is clean and nice.  ,The kitchen is nice and clean thanks to mom.  ,0.70266056,0.6528224,0.5701228
Father arrived home late at night.,Father came late last night.  ,Dad got in late last night.  ,Last night my father came late.  ,0.7208283,0.6801154,0.59197325
Mother cleaned the kitchen.,Mother nicely cleaned the kitchen.  ,Mom cleaned the kitchen nicely.  ,Mom cleaned up the nice kitchen.  ,0.903472,0.84960455,0.80345654
Father arrived home late at night.,His father arrived home late at night.  ,His dad got home late in the night.  ,He had his father come home late at night.  ,0.8902083,0.7907695,0.5982931
Friends get together to go out.,The friends are going together.  ,The group of friends departs together.  ,The friend group departs together.  ,0.6332017,0.49100038,0.43886235
Did those friends go camping?,Are those friends leaving the camp?  ,Are friends departing from their camping trip?  ,Are friends in a circle leaving camp?  ,0.695264,0.48760965,0.41598594
Mother walked to the store.,Mom goes out to sell stuff.  ,The mother leaves to sell products.  ,Mom exits to sell multiple times.  ,0.57186526,0.51755565,0.35009617
Mother went to the store.,Mother went out to sell items.  ,Mother walked away from here to do some selling.  ,Mother is walking away to conduct sales.  ,0.63970274,0.5100672,0.41455564
Friends went out camping; they enjoyed it.,My friend went out camping and really enjoyed it.  ,My friend is going out to camp and is enjoying it a lot.  ,My friend is at the campsite and loves it.,0.7582963,0.6204293,0.5387896
The kid played in the park.,There is a kid playing in the park.  ,That kid is at the park playing.  ,Child playing in the park there.  ,0.7804445,0.7475874,0.67346364
Mother walked to the store.,My mother went out to sell things.  ,My mother is going outside to sell.  ,My mom is leaving to sell things.,0.55058163,0.4822868,0.43543035
Did the kids play at the park?,Is the kid playing at the park?  ,Is the child playing at the park?  ,Is the child at the park playing?  ,0.8251294,0.7898764,0.73334295
The kids played at the park.,They play at the park.  ,He is playing at the park.  ,That child plays in the park.  ,0.8406586,0.7469527,0.7160818
Did father arrive home late last night?,Did father arrive home late last night?  ,Father arrive home late last night?  ,Was it late when father got home last night?  ,0.99999964,0.81483364,0.76077443
A boy is making a bonfire.,The boy is making a fire and a bonfire.  ,That boy is setting up a fire and a bonfire.  ,That boy makes fires and also a bonfire.  ,0.8047516,0.70569,0.639939
Did the boy make the bonfire?,Is the boy the one making the bonfire?  ,"The boy, is he making a bonfire?  ","The boy over there is making a bonfire, isn't he?  ",0.84763676,0.65153754,0.543429
Father arrived home late at night.,Father arrived home late at night.  ,Father came home late at night.  ,Dad got home late that night.  ,0.9999993,0.9125829,0.8693527
Did Father arrive home late at night?,Was Father arriving home late at night?  ,Is it that Father came home late at night?  ,Was it late at night when Dad came home?  ,0.95178986,0.8200495,0.70271176
Those roommates went out together.,"We, in a group with my roommate, went out together.  ",My roommate and I were part of a group that left together.  ,My roommate and I together were part of a departing group.  ,0.5882757,0.48592472,0.37067068
I went swimming at the beach.,I will go swim at the beach.  ,I am leaving to swim at the beach.  ,I'm going out to the beach to swim.  ,0.8662671,0.76511514,0.72302675
Barack Obama swam at the beach.,Barack Obama swims at the beach.  ,Barack Obama is swimming near the beach.  ,Barack Obama is swimming in the ocean by the beach.  ,0.90479916,0.8381374,0.7776648
Two friends dyed their hair together.,Your friend and others frequently dye their hair together.  ,"A group, including your friend, regularly dyes their hair.  ",Your friend's group partners for hair dyeing activities.  ,0.62490493,0.5484895,0.44326666
Did Mother walk to the store?,Has your mother gone out to sell?  ,Did your mother go out for sale already?,Is your mother done going out for sale?  ,0.42469528,0.34514695,0.2930146
Have those two friends left?,The friends you pointed to have left.  ,The friends you mentioned finished going out.  ,Your friends completed going out.  ,0.48842722,0.4021526,0.35277385
Those friends dyed their hair together.,My friend and I consistently go dye our hair together.  ,My friend and I have an ongoing routine of dyeing our hair together.  ,"The friend I’m pointing to has dyed hair, and I go with them to dye it regularly.  ",0.6162994,0.5852367,0.43022332
A boy maintained the bonfire.,"Three people gather by the bonfire, with a boy lighting a match.  ","Three people are gathered around a bonfire, while one boy lights a match.  ","The three people are around a bonfire, and one of the boys lights a match.  ",0.6145633,0.53157514,0.43941966
Did the kid play at the park?,Is the kid playing at the park?  ,Is the child currently playing at the park?  ,Is the child playing in the park now?  ,0.90482426,0.80462235,0.73744136
What the family adopted was puppies.,Our local family adopted some dog puppies.,My family took in puppies from this place.,We have some puppies from this location.,0.62935334,0.5437003,0.4397177
Did the family adopt the puppies?,The family finished adopting puppies.,The family has finished picking up the puppies.,The family wrapped up taking puppies.,0.70034844,0.6170732,0.51630265
Are the friends going out?,Are the group of friends going out together?  ,Are all your friends going out as a group?  ,Are your friends grouped to go out?  ,0.81423223,0.74389297,0.6327105
My friend is going camping.,My friend is going camping.  ,My friend went camping.  ,My friend went out to camp.  ,0.99999964,0.88973224,0.7101162
Mother will give me twenty dollars if I clean the kitchen.,My mother plans to give me twenty dollars if I clean the kitchen.  ,My mom will give me twenty dollars if I nicely clean the kitchen in the future.  ,"If the kitchen gets cleaned by me, mom grants me twenty dollars in the future.  ",0.8781662,0.7324989,0.5978188
I will get a sunburn when I go swimming at the beach because I forgot sunscreen.,I will definitely get a sunburn if I swim at the beach without using sunscreen.  ,"If I go out swimming at the beach, I guarantee I'll get sunburned because I didn't apply sunscreen.  ","If I don't put on sunscreen, I'll get sunburned swimming at the beach.  ",0.74946195,0.7078627,0.64145726
"If I decide not to swim in the water, I will walk on the shore.","If I decide not to swim at the beach, what should I do at the water's edge? I'll walk along the shoreline.  ","If I decide I don't want to swim at the beach, what should I do at the water's edge? I'll walk along the shoreline.  ","If I decide to forget it and don't want to swim at the beach, what should I do at the water's edge? I will walk along the shoreline where the waves meet the water's edge.  ",0.7124562,0.6910105,0.60856056
My mother tends to be in a bad mood if Father arrives home late.,My mother tends to be in a bad mood if my father arrives home late.  ,Mom is often in a bad mood if father comes home late.  ,Mother's mood is usually bad if father is late home.  ,0.9548546,0.83316344,0.7217391
"When Bob starts the fire, we will collect logs to keep it going.","When Bob starts a fire, I'll rake the logs and keep feeding the fire.  ","If Bob sets a fire, I will rake logs and tend to the fire.  ","If Bob ignites a fire, I will rake the logs and continue to feed it.  ",0.7081625,0.65957093,0.62269694
"If my family decides not to adopt the puppies, my friend probably will.","If my family chooses not to take the puppies, perhaps my friend will support them later.  ","If my family decides not to take up puppies, my friend might buoy them in the future.  ","In case my family rejects the puppies, my friend might become their buoy someday.",0.7423867,0.6417465,0.5357259
"Once my friends start dying their hair, many more people will follow.","Once my friend starts dyeing their hair, I guarantee many people will follow.  ","When my friend starts dyeing their hair, I guarantee many people will follow in the future.  ","When my friend begins the hair dye trend, you'll see many people follow along.  ",0.81384265,0.7379828,0.6411168
"If Mother cleans the kitchen, it means we can`t bake cookies.","If my mother insists on a clean kitchen, I cannot bake cookies.  ","If my mother is at the nice, clean kitchen, I cannot bake cookies.  ","If there's a nice clean kitchen like my mother's, I cannot bake cookies.  ",0.6250402,0.57713515,0.5192102
"If Father arrives home late, he can`t help us with our homework.","If dad arrives home late, he can't help me with my homework.","If father comes home late, he is unable to help me with my homework.","If dad's late to arrive home, he won't be able to help me with my homework.",0.8850871,0.8014901,0.74521345
"If father gets home late, (he/she) won't realize that he is not at home.","If the father gets home late, he will refuse to explain because he wasn't at home.  ","When the father arrives late at home, he won't give a reason as he's not there.  ","When dad shows up late at home, he refuses to give reasons since he's not at home.  ",0.5887722,0.52220505,0.44870287
"If Mother goes to the store, she will buy milk.","If my mother goes out later, she will buy milk.  ","If mother goes out to sell, she'll buy milk later.  ","If mother sells later, she'll purchase milk.  ",0.70983046,0.6300717,0.48407805
"If mom doesn't walk to the store, we won't have milk.","If mother does not sell in person to our group, we refuse to have milk.  ","If my mother or her group does not sell to us, we refuse to have the milk.  ","Unless my mother's group is the one you sell to, we will refuse to take any milk.  ",0.5099747,0.47059855,0.35920456
"When I finish cleaning the kitchen, mom will take me to my friends house.","When I finish cleaning the kitchen, my mother will take me to my friend's house.  ","When the kitchen is clean, my mother will take me to my friend's house.  ","Once the kitchen is completed, my mom will bring me to my friend's house.  ",0.8937088,0.77180195,0.7046574
"If my friends go camping, I will go with them.","If my friend goes out camping, I will go with them.  ","When my friends go camping, I want to go with them.  ","If my friend camps, I plan on going with them.  ",0.8924272,0.8356677,0.72827363
"If I see that the beach is crowded, I would not want to go.","If I see that the beach is crowded, I won't want to go out.","When I find the beach crowded, I won't want to go outside.","Seeing that the beach is packed with people, I won't feel like going out.",0.89426863,0.67939323,0.59347844
"When Mother goes to the store, I`ll remind her to get us milk.","When my mother goes out to sell, I will definitely remind you that we must get the milk.  ","When mother goes to sell, I’ll remind you all to make sure we have the milk.  ","When my mom goes out to sell, I'll remind you all to make sure we really get the milk.  ",0.5654561,0.49593404,0.4634322
"When my father arrives home late, we tend to eat pizza for dinner.","When my father arrives home late, we tend to eat pizza.  ","When father gets home late, we usually eat pizza.  ","When dad arrives late, we have a tendency to eat pizza.  ",0.9396351,0.8240272,0.7466787
"If Father arrives home late, Mother will yell at him because the children wanted to see him.","If the father arrives home late, the mother will definitely scold him. Why do the children want to see the father?  ","If the father is late getting home, the mother will surely scold him. Why do the children wish to see the father?  ","Whenever the father is late home, the mother will surely address it with him. Why do the children hope to see the father?  ",0.65086055,0.60183567,0.5021508
"If my friends go out, I will join them.","If my friends go out together, I will join them in the future.  ","If my friends go out together, I will join in the future.  ","If my group of friends hang out together, I will join in the future.  ",0.8414953,0.7490018,0.6291538
"If my family adopts the puppies, I will immediately go to the pet store to buy collars, of which they have assorted colors.","Once my family and I have worked hard, I will pamper and sell the puppies. Therefore, I buy collars in different colors.  ","After my family has worked hard, I intend to spoil the puppies for sale, which is why I buy a variety of collar colors.  ","When there’s hard work involving the family, I aim to pamper and sell the puppies, which is why I get different colored collars.  ",0.43125808,0.3908281,0.32506263
"If Mother does not clean the kitchen, I have to do it myself.","If my mother doesn't clean the kitchen, I have to do it myself.  ","If my mother is not nice and clean the kitchen, I must do it myself.  ","If Mom isn't nice and doesn't clean the kitchen, I must clean it myself.    ",0.9140375,0.7793342,0.72437936
"If the kids play at the park, they will be tired later in the afternoon.","If the kid keeps playing in the park, they will be tired later in the afternoon.  ",The child will get tired later in the afternoon if they are playing at the park.  ,They’ll feel tired in the afternoon if the kid is consistently playing at the park.  ,0.91223466,0.7862226,0.680583
If dad doesn't get home too late then he can help us with our homework.,"If dad doesn't come home too late, he can help us with our homework.  ",Dad might help us with homework if he doesn't get home too late.  ,Dad may assist with our homework if he isn't home late.  ,0.9421365,0.8325147,0.6538264
"If Bob is successful at making a fire, I must stay and watch it to make sure it is maintained.","If Bob does well with creating a fire, I must stay and watch the bonfire forming and ensure the fire keeps going.  ","When Bob succeeds in making a fire, I need to remain and look at the bonfire thoroughly, and keep the fire-building going.  ","If Bob succeeds at fire-building, I must stay and watch the bonfire really burn and continue building the fire.  ",0.6996198,0.57682437,0.51752037
I guarantee that the parents will be mad if the children dye their hair orange.,"The future will be unhappy, parents guarantee, if children truly strive to dye hair orange.  ",Parents assure an unhappy future if their children earnestly work to dye their hair orange.  ,Mother and father assure an unhappy future if their children earnestly engage in dyeing their hair orange.  ,0.57047135,0.54659265,0.4932101
"When Father arrives home late, Mother refuses to make dinner.","When father arrives home late, mother refuses to make dinner.  ","If father gets home late, mother won't make dinner.  ",Mom won’t make dinner when dad is late getting home.  ,0.9772313,0.7856293,0.6294007
"If my friends do not want to go out, I will stay home and watch television.","If my friends do not want to go out, I will remain at home and watch TV.  ","If my friend group doesn't want to go out, I'll stay home and watch TV.  ","If my friends don't want to meet up, I'll be staying in watching TV.",0.9544993,0.8911343,0.7162333
"When my friends leave, I will finally start on my homework.","Whenever my friend leaves, I finally start doing my homework.  ","When my friend goes out, I proceed and finally start my homework.  ","Finally, I start my homework after proceeding once my friend is out.  ",0.8011571,0.6731843,0.58955586
Mother has to clean the kitchen soon because a group of friends are coming over for the weekend.,Mom needs to tidy up the kitchen soon because a friend is possibly coming over this weekend.  ,The kitchen must be cleaned by Mom shortly because a friend could drop by this weekend.  ,"Mom needs to clean the kitchen in the near future, expecting that a friend may visit this weekend.  ",0.76126254,0.6477425,0.5960304
The park is crowded because the kids love playing there.,The park is packed; why do kids love playing there?  ,"Park is crowded, why do children enjoy playing there?  ",Parker is crowded; why do kids love playing there?  ,0.7203462,0.65816325,0.5929208
"I like the beach better than the lake because the beach has waves, while the lake has none.","I like the beach more than the lake because the beach has waves, whereas the lake has none.  ","The beach is my favorite compared to the lake because it has waves, which the lake lacks.  ",I choose the beach over the lake due to the presence of waves at the beach and not at the lake.  ,0.9770653,0.73320943,0.64418155
